student,vak,activiteit,zaal,dag,tijdslot
Fedoua,Bioinformatica,h3,A1.04,Dag1,15
Hanan,Bioinformatica,h3,A1.04,Dag1,15
Haroun,Bioinformatica,h3,A1.04,Dag1,15
Herwin,Bioinformatica,h3,A1.04,Dag1,15
Ilyass,Bioinformatica,h3,A1.04,Dag1,15
Jacko,Bioinformatica,h3,A1.04,Dag1,15
Jarik,Bioinformatica,h3,A1.04,Dag1,15
Jetty,Bioinformatica,h3,A1.04,Dag1,15
Jo-Anne,Bioinformatica,h3,A1.04,Dag1,15
Jonah,Bioinformatica,h3,A1.04,Dag1,15
Jos,Bioinformatica,h3,A1.04,Dag1,15
Julot,Bioinformatica,h3,A1.04,Dag1,15
Jurre,Bioinformatica,h3,A1.04,Dag1,15
Kaoutar,Bioinformatica,h3,A1.04,Dag1,15
Keely,Bioinformatica,h3,A1.04,Dag1,15
Leida,Bioinformatica,h3,A1.04,Dag1,15
Ludovicus,Bioinformatica,h3,A1.04,Dag1,15
Mouna,Bioinformatica,h3,A1.04,Dag1,15
Nermin,Bioinformatica,h3,A1.04,Dag1,15
Owen,Bioinformatica,h3,A1.04,Dag1,15
Patricia,Bioinformatica,h3,A1.04,Dag1,15
Paulette,Bioinformatica,h3,A1.04,Dag1,15
Pleun,Bioinformatica,h3,A1.04,Dag1,15
Raven,Bioinformatica,h3,A1.04,Dag1,15
Resul,Bioinformatica,h3,A1.04,Dag1,15
Roma,Bioinformatica,h3,A1.04,Dag1,15
Romaisa,Bioinformatica,h3,A1.04,Dag1,15
Samyra,Bioinformatica,h3,A1.04,Dag1,15
Sarena,Bioinformatica,h3,A1.04,Dag1,15
Shakir,Bioinformatica,h3,A1.04,Dag1,15
Shawny,Bioinformatica,h3,A1.04,Dag1,15
Sola,Bioinformatica,h3,A1.04,Dag1,15
Valery,Bioinformatica,h3,A1.04,Dag1,15
Vasco,Bioinformatica,h3,A1.04,Dag1,15
Yde,Bioinformatica,h3,A1.04,Dag1,15
Yuri,Bioinformatica,h3,A1.04,Dag1,15
Abdul,Bioinformatica,w1,A1.06,Dag1,15
Ard,Bioinformatica,w1,A1.06,Dag1,15
Bodie,Bioinformatica,w1,A1.06,Dag1,15
Corry,Bioinformatica,w1,A1.06,Dag1,15
Cyrina,Bioinformatica,w1,A1.06,Dag1,15
Demelza,Bioinformatica,w1,A1.06,Dag1,15
Diemer,Bioinformatica,w1,A1.06,Dag1,15
Djura,Bioinformatica,w1,A1.06,Dag1,15
Fatime,Bioinformatica,w1,A1.06,Dag1,15
Fedoua,Bioinformatica,w1,A1.06,Dag1,15
Hanan,Bioinformatica,w1,A1.06,Dag1,15
Haroun,Bioinformatica,w1,A1.06,Dag1,15
Herwin,Bioinformatica,w1,A1.06,Dag1,15
Ilyass,Bioinformatica,w1,A1.06,Dag1,15
Jacko,Bioinformatica,w1,A1.06,Dag1,15
Jarik,Bioinformatica,w1,A1.06,Dag1,15
Jetty,Bioinformatica,w1,A1.06,Dag1,15
Jo-Anne,Bioinformatica,w1,A1.06,Dag1,15
Jonah,Bioinformatica,w1,A1.06,Dag1,15
Jos,Bioinformatica,w1,A1.06,Dag1,15
Julot,Bioinformatica,w1,A1.08,Dag1,15
Jurre,Bioinformatica,w1,A1.08,Dag1,15
Kaoutar,Bioinformatica,w1,A1.08,Dag1,15
Keely,Bioinformatica,w1,A1.08,Dag1,15
Leida,Bioinformatica,w1,A1.08,Dag1,15
Ludovicus,Bioinformatica,w1,A1.08,Dag1,15
Mouna,Bioinformatica,w1,A1.08,Dag1,15
Nermin,Bioinformatica,w1,A1.08,Dag1,15
Owen,Bioinformatica,w1,A1.08,Dag1,15
Patricia,Bioinformatica,w1,A1.08,Dag1,15
Paulette,Bioinformatica,w1,A1.08,Dag1,15
Pleun,Bioinformatica,w1,A1.08,Dag1,15
Raven,Bioinformatica,w1,A1.08,Dag1,15
Resul,Bioinformatica,w1,A1.08,Dag1,15
Roma,Bioinformatica,w1,A1.08,Dag1,15
Romaisa,Bioinformatica,w1,A1.08,Dag1,15
Samyra,Bioinformatica,w1,A1.08,Dag1,15
Sarena,Bioinformatica,w1,A1.08,Dag1,15
Shakir,Bioinformatica,w1,A1.08,Dag1,15
Shawny,Bioinformatica,w1,A1.08,Dag1,15
Sola,Bioinformatica,w1,A1.10,Dag1,15
Valery,Bioinformatica,w1,A1.10,Dag1,15
Vasco,Bioinformatica,w1,A1.10,Dag1,15
Yde,Bioinformatica,w1,A1.10,Dag1,15
Yuri,Bioinformatica,w1,A1.10,Dag1,15
Abdul,Bioinformatica,p1,B0.201,Dag1,15
Ard,Bioinformatica,p1,B0.201,Dag1,15
Bodie,Bioinformatica,p1,B0.201,Dag1,15
Corry,Bioinformatica,p1,B0.201,Dag1,15
Cyrina,Bioinformatica,p1,B0.201,Dag1,15
Demelza,Bioinformatica,p1,B0.201,Dag1,15
Diemer,Bioinformatica,p1,B0.201,Dag1,15
Djura,Bioinformatica,p1,B0.201,Dag1,15
Fatime,Bioinformatica,p1,B0.201,Dag1,15
Fedoua,Bioinformatica,p1,B0.201,Dag1,15
Hanan,Bioinformatica,p1,B0.201,Dag1,15
Haroun,Bioinformatica,p1,B0.201,Dag1,15
Herwin,Bioinformatica,p1,B0.201,Dag1,15
Ilyass,Bioinformatica,p1,B0.201,Dag1,15
Jacko,Bioinformatica,p1,B0.201,Dag1,15
Jarik,Bioinformatica,p1,B0.201,Dag1,15
Jetty,Bioinformatica,p1,B0.201,Dag1,15
Jo-Anne,Bioinformatica,p1,B0.201,Dag1,15
Jonah,Bioinformatica,p1,B0.201,Dag1,15
Jos,Bioinformatica,p1,B0.201,Dag1,15
Julot,Bioinformatica,p1,C0.110,Dag1,15
Jurre,Bioinformatica,p1,C0.110,Dag1,15
Kaoutar,Bioinformatica,p1,C0.110,Dag1,15
Keely,Bioinformatica,p1,C0.110,Dag1,15
Leida,Bioinformatica,p1,C0.110,Dag1,15
Ludovicus,Bioinformatica,p1,C0.110,Dag1,15
Mouna,Bioinformatica,p1,C0.110,Dag1,15
Nermin,Bioinformatica,p1,C0.110,Dag1,15
Owen,Bioinformatica,p1,C0.110,Dag1,15
Patricia,Bioinformatica,p1,C0.110,Dag1,15
Paulette,Bioinformatica,p1,C0.110,Dag1,15
Pleun,Bioinformatica,p1,C0.110,Dag1,15
Raven,Bioinformatica,p1,C0.110,Dag1,15
Resul,Bioinformatica,p1,C0.110,Dag1,15
Roma,Bioinformatica,p1,C0.110,Dag1,15
Romaisa,Bioinformatica,p1,C0.110,Dag1,15
Samyra,Bioinformatica,p1,C0.110,Dag1,15
Sarena,Bioinformatica,p1,C0.110,Dag1,15
Shakir,Bioinformatica,p1,C0.110,Dag1,15
Shawny,Bioinformatica,p1,C0.110,Dag1,15
Sola,Bioinformatica,p1,C1.112,Dag1,15
Valery,Bioinformatica,p1,C1.112,Dag1,15
Vasco,Bioinformatica,p1,C1.112,Dag1,15
Yde,Bioinformatica,p1,C1.112,Dag1,15
Yuri,Bioinformatica,p1,C1.112,Dag1,15
Abdeslam,Calculus 2,h1,A1.04,Dag2,9
Abdul,Calculus 2,h1,A1.04,Dag2,9
Adil,Calculus 2,h1,A1.04,Dag2,9
Albertine,Calculus 2,h1,A1.04,Dag2,9
Allan,Calculus 2,h1,A1.04,Dag2,9
Annamaria,Calculus 2,h1,A1.04,Dag2,9
Arif,Calculus 2,h1,A1.04,Dag2,9
Carmela,Calculus 2,h1,A1.04,Dag2,9
Catherine,Calculus 2,h1,A1.04,Dag2,9
Chloe,Calculus 2,h1,A1.04,Dag2,9
Christianus,Calculus 2,h1,A1.04,Dag2,9
Christoffel,Calculus 2,h1,A1.04,Dag2,9
Danique,Calculus 2,h1,A1.04,Dag2,9
Dax,Calculus 2,h1,A1.04,Dag2,9
Demelza,Calculus 2,h1,A1.04,Dag2,9
Diemer,Calculus 2,h1,A1.04,Dag2,9
Diny,Calculus 2,h1,A1.04,Dag2,9
Djamilla,Calculus 2,h1,A1.04,Dag2,9
Edwinus,Calculus 2,h1,A1.04,Dag2,9
Elbertha,Calculus 2,h1,A1.04,Dag2,9
Evelyn,Calculus 2,h1,A1.04,Dag2,9
Eyup,Calculus 2,h1,A1.04,Dag2,9
Fae,Calculus 2,h1,A1.04,Dag2,9
Faya,Calculus 2,h1,A1.04,Dag2,9
Fedoua,Calculus 2,h1,A1.04,Dag2,9
Frederikus,Calculus 2,h1,A1.04,Dag2,9
Gerritjan,Calculus 2,h1,A1.04,Dag2,9
Graciella,Calculus 2,h1,A1.04,Dag2,9
Gustaaf,Calculus 2,h1,A1.04,Dag2,9
Guus,Calculus 2,h1,A1.04,Dag2,9
Haiko,Calculus 2,h1,A1.04,Dag2,9
Haroun,Calculus 2,h1,A1.04,Dag2,9
Hiba,Calculus 2,h1,A1.04,Dag2,9
Ilayda,Calculus 2,h1,A1.04,Dag2,9
Imran,Calculus 2,h1,A1.04,Dag2,9
Jael,Calculus 2,h1,A1.04,Dag2,9
Jake,Calculus 2,h1,A1.04,Dag2,9
Javier,Calculus 2,h1,A1.04,Dag2,9
Jenske,Calculus 2,h1,A1.04,Dag2,9
Jetty,Calculus 2,h1,A1.04,Dag2,9
Jimi,Calculus 2,h1,A1.04,Dag2,9
Jodi,Calculus 2,h1,A1.04,Dag2,9
Jort,Calculus 2,h1,A1.04,Dag2,9
Jos,Calculus 2,h1,A1.04,Dag2,9
Juliet,Calculus 2,h1,A1.04,Dag2,9
Jurrian,Calculus 2,h1,A1.04,Dag2,9
Keely,Calculus 2,h1,A1.04,Dag2,9
Kelly,Calculus 2,h1,A1.04,Dag2,9
Keshia,Calculus 2,h1,A1.04,Dag2,9
Kimm,Calculus 2,h1,A1.04,Dag2,9
Ko,Calculus 2,h1,A1.04,Dag2,9
Krijntje,Calculus 2,h1,A1.04,Dag2,9
Laurentia,Calculus 2,h1,A1.04,Dag2,9
Lee,Calculus 2,h1,A1.04,Dag2,9
Leida,Calculus 2,h1,A1.04,Dag2,9
Leon,Calculus 2,h1,A1.04,Dag2,9
Leonie,Calculus 2,h1,A1.04,Dag2,9
Levien,Calculus 2,h1,A1.04,Dag2,9
Lisse,Calculus 2,h1,A1.04,Dag2,9
Loulou,Calculus 2,h1,A1.04,Dag2,9
Malcolm,Calculus 2,h1,A1.04,Dag2,9
Manuel,Calculus 2,h1,A1.04,Dag2,9
Marcellus,Calculus 2,h1,A1.04,Dag2,9
Marianka,Calculus 2,h1,A1.04,Dag2,9
Maris,Calculus 2,h1,A1.04,Dag2,9
Marjory,Calculus 2,h1,A1.04,Dag2,9
Marrie,Calculus 2,h1,A1.04,Dag2,9
Mellanie,Calculus 2,h1,A1.04,Dag2,9
Mellisa,Calculus 2,h1,A1.04,Dag2,9
Merel,Calculus 2,h1,A1.04,Dag2,9
Minoesch,Calculus 2,h1,A1.04,Dag2,9
Miquel,Calculus 2,h1,A1.04,Dag2,9
Nadeem,Calculus 2,h1,A1.04,Dag2,9
Nanette,Calculus 2,h1,A1.04,Dag2,9
Nuriye,Calculus 2,h1,A1.04,Dag2,9
Olaf,Calculus 2,h1,A1.04,Dag2,9
Oliver,Calculus 2,h1,A1.04,Dag2,9
Rafaela,Calculus 2,h1,A1.04,Dag2,9
Ravi,Calculus 2,h1,A1.04,Dag2,9
Rayen,Calculus 2,h1,A1.04,Dag2,9
Remon,Calculus 2,h1,A1.04,Dag2,9
Renze,Calculus 2,h1,A1.04,Dag2,9
Rijkje,Calculus 2,h1,A1.04,Dag2,9
Romany,Calculus 2,h1,A1.04,Dag2,9
Rudolph,Calculus 2,h1,A1.04,Dag2,9
Rudy,Calculus 2,h1,A1.04,Dag2,9
Samentha,Calculus 2,h1,A1.04,Dag2,9
Sarena,Calculus 2,h1,A1.04,Dag2,9
Sergio,Calculus 2,h1,A1.04,Dag2,9
Sherwin,Calculus 2,h1,A1.04,Dag2,9
Steijn,Calculus 2,h1,A1.04,Dag2,9
Thijn,Calculus 2,h1,A1.04,Dag2,9
Tian,Calculus 2,h1,A1.04,Dag2,9
Tjalle,Calculus 2,h1,A1.04,Dag2,9
Tom,Calculus 2,h1,A1.04,Dag2,9
Tori,Calculus 2,h1,A1.04,Dag2,9
Tos,Calculus 2,h1,A1.04,Dag2,9
Vanita,Calculus 2,h1,A1.04,Dag2,9
Vivianne,Calculus 2,h1,A1.04,Dag2,9
Wichard,Calculus 2,h1,A1.04,Dag2,9
Willibrordus,Calculus 2,h1,A1.04,Dag2,9
Ycel,Calculus 2,h1,A1.04,Dag2,9
Yde,Calculus 2,h1,A1.04,Dag2,9
Yee,Calculus 2,h1,A1.04,Dag2,9
Yi,Calculus 2,h1,A1.04,Dag2,9
Abdeslam,Calculus 2,w1,A1.06,Dag2,9
Abdul,Calculus 2,w1,A1.06,Dag2,9
Adil,Calculus 2,w1,A1.06,Dag2,9
Albertine,Calculus 2,w1,A1.06,Dag2,9
Allan,Calculus 2,w1,A1.06,Dag2,9
Annamaria,Calculus 2,w1,A1.06,Dag2,9
Arif,Calculus 2,w1,A1.06,Dag2,9
Carmela,Calculus 2,w1,A1.06,Dag2,9
Catherine,Calculus 2,w1,A1.06,Dag2,9
Chloe,Calculus 2,w1,A1.06,Dag2,9
Christianus,Calculus 2,w1,A1.06,Dag2,9
Christoffel,Calculus 2,w1,A1.06,Dag2,9
Danique,Calculus 2,w1,A1.06,Dag2,9
Dax,Calculus 2,w1,A1.06,Dag2,9
Demelza,Calculus 2,w1,A1.06,Dag2,9
Diemer,Calculus 2,w1,A1.06,Dag2,9
Diny,Calculus 2,w1,A1.06,Dag2,9
Djamilla,Calculus 2,w1,A1.06,Dag2,9
Edwinus,Calculus 2,w1,A1.06,Dag2,9
Elbertha,Calculus 2,w1,A1.06,Dag2,9
Evelyn,Calculus 2,w1,A1.06,Dag2,9
Eyup,Calculus 2,w1,A1.06,Dag2,9
Fae,Calculus 2,w1,A1.06,Dag2,9
Faya,Calculus 2,w1,A1.06,Dag2,9
Fedoua,Calculus 2,w1,A1.06,Dag2,9
Frederikus,Calculus 2,w1,A1.06,Dag2,9
Gerritjan,Calculus 2,w1,A1.06,Dag2,9
Graciella,Calculus 2,w1,A1.06,Dag2,9
Gustaaf,Calculus 2,w1,A1.06,Dag2,9
Guus,Calculus 2,w1,A1.06,Dag2,9
Haiko,Calculus 2,w1,A1.06,Dag2,9
Haroun,Calculus 2,w1,A1.06,Dag2,9
Hiba,Calculus 2,w1,A1.06,Dag2,9
Ilayda,Calculus 2,w1,A1.06,Dag2,9
Imran,Calculus 2,w1,A1.06,Dag2,9
Jael,Calculus 2,w1,A1.06,Dag2,9
Jake,Calculus 2,w1,A1.06,Dag2,9
Javier,Calculus 2,w1,A1.06,Dag2,9
Jenske,Calculus 2,w1,A1.06,Dag2,9
Jetty,Calculus 2,w1,A1.06,Dag2,9
Jimi,Calculus 2,w1,A1.08,Dag2,9
Jodi,Calculus 2,w1,A1.08,Dag2,9
Jort,Calculus 2,w1,A1.08,Dag2,9
Jos,Calculus 2,w1,A1.08,Dag2,9
Juliet,Calculus 2,w1,A1.08,Dag2,9
Jurrian,Calculus 2,w1,A1.08,Dag2,9
Keely,Calculus 2,w1,A1.08,Dag2,9
Kelly,Calculus 2,w1,A1.08,Dag2,9
Keshia,Calculus 2,w1,A1.08,Dag2,9
Kimm,Calculus 2,w1,A1.08,Dag2,9
Ko,Calculus 2,w1,A1.08,Dag2,9
Krijntje,Calculus 2,w1,A1.08,Dag2,9
Laurentia,Calculus 2,w1,A1.08,Dag2,9
Lee,Calculus 2,w1,A1.08,Dag2,9
Leida,Calculus 2,w1,A1.08,Dag2,9
Leon,Calculus 2,w1,A1.08,Dag2,9
Leonie,Calculus 2,w1,A1.08,Dag2,9
Levien,Calculus 2,w1,A1.08,Dag2,9
Lisse,Calculus 2,w1,A1.08,Dag2,9
Loulou,Calculus 2,w1,A1.08,Dag2,9
Malcolm,Calculus 2,w1,A1.08,Dag2,9
Manuel,Calculus 2,w1,A1.08,Dag2,9
Marcellus,Calculus 2,w1,A1.08,Dag2,9
Marianka,Calculus 2,w1,A1.08,Dag2,9
Maris,Calculus 2,w1,A1.08,Dag2,9
Marjory,Calculus 2,w1,A1.08,Dag2,9
Marrie,Calculus 2,w1,A1.08,Dag2,9
Mellanie,Calculus 2,w1,A1.08,Dag2,9
Mellisa,Calculus 2,w1,A1.08,Dag2,9
Merel,Calculus 2,w1,A1.08,Dag2,9
Minoesch,Calculus 2,w1,A1.08,Dag2,9
Miquel,Calculus 2,w1,A1.08,Dag2,9
Nadeem,Calculus 2,w1,A1.08,Dag2,9
Nanette,Calculus 2,w1,A1.08,Dag2,9
Nuriye,Calculus 2,w1,A1.08,Dag2,9
Olaf,Calculus 2,w1,A1.08,Dag2,9
Oliver,Calculus 2,w1,A1.08,Dag2,9
Rafaela,Calculus 2,w1,A1.08,Dag2,9
Ravi,Calculus 2,w1,A1.08,Dag2,9
Rayen,Calculus 2,w1,A1.08,Dag2,9
Remon,Calculus 2,w1,A1.10,Dag2,9
Renze,Calculus 2,w1,A1.10,Dag2,9
Rijkje,Calculus 2,w1,A1.10,Dag2,9
Romany,Calculus 2,w1,A1.10,Dag2,9
Rudolph,Calculus 2,w1,A1.10,Dag2,9
Rudy,Calculus 2,w1,A1.10,Dag2,9
Samentha,Calculus 2,w1,A1.10,Dag2,9
Sarena,Calculus 2,w1,A1.10,Dag2,9
Sergio,Calculus 2,w1,A1.10,Dag2,9
Sherwin,Calculus 2,w1,A1.10,Dag2,9
Steijn,Calculus 2,w1,A1.10,Dag2,9
Thijn,Calculus 2,w1,A1.10,Dag2,9
Tian,Calculus 2,w1,A1.10,Dag2,9
Tjalle,Calculus 2,w1,A1.10,Dag2,9
Tom,Calculus 2,w1,A1.10,Dag2,9
Tori,Calculus 2,w1,A1.10,Dag2,9
Tos,Calculus 2,w1,A1.10,Dag2,9
Vanita,Calculus 2,w1,A1.10,Dag2,9
Vivianne,Calculus 2,w1,A1.10,Dag2,9
Wichard,Calculus 2,w1,A1.10,Dag2,9
Willibrordus,Calculus 2,w1,A1.10,Dag2,9
Ycel,Calculus 2,w1,A1.10,Dag2,9
Yde,Calculus 2,w1,A1.10,Dag2,9
Yee,Calculus 2,w1,A1.10,Dag2,9
Yi,Calculus 2,w1,A1.10,Dag2,9
Ard,Collectieve Intelligentie,h1,B0.201,Dag2,9
Aya,Collectieve Intelligentie,h1,B0.201,Dag2,9
Bjorn,Collectieve Intelligentie,h1,B0.201,Dag2,9
Bobby,Collectieve Intelligentie,h1,B0.201,Dag2,9
Brigitta,Collectieve Intelligentie,h1,B0.201,Dag2,9
Buck,Collectieve Intelligentie,h1,B0.201,Dag2,9
Casimir,Collectieve Intelligentie,h1,B0.201,Dag2,9
Christiana,Collectieve Intelligentie,h1,B0.201,Dag2,9
Daisy,Collectieve Intelligentie,h1,B0.201,Dag2,9
Edin,Collectieve Intelligentie,h1,B0.201,Dag2,9
Ella,Collectieve Intelligentie,h1,B0.201,Dag2,9
Emme,Collectieve Intelligentie,h1,B0.201,Dag2,9
Enes,Collectieve Intelligentie,h1,B0.201,Dag2,9
Evi,Collectieve Intelligentie,h1,B0.201,Dag2,9
Fatime,Collectieve Intelligentie,h1,B0.201,Dag2,9
Felien,Collectieve Intelligentie,h1,B0.201,Dag2,9
Femia,Collectieve Intelligentie,h1,B0.201,Dag2,9
Geerte,Collectieve Intelligentie,h1,B0.201,Dag2,9
Harke,Collectieve Intelligentie,h1,B0.201,Dag2,9
Harwin,Collectieve Intelligentie,h1,B0.201,Dag2,9
Hetty,Collectieve Intelligentie,h1,B0.201,Dag2,9
Inger,Collectieve Intelligentie,h1,B0.201,Dag2,9
Jenske,Collectieve Intelligentie,h1,B0.201,Dag2,9
Jimi,Collectieve Intelligentie,h1,B0.201,Dag2,9
Jiri,Collectieve Intelligentie,h1,B0.201,Dag2,9
Jorren,Collectieve Intelligentie,h1,B0.201,Dag2,9
Jos,Collectieve Intelligentie,h1,B0.201,Dag2,9
Karolina,Collectieve Intelligentie,h1,B0.201,Dag2,9
Kimmy,Collectieve Intelligentie,h1,B0.201,Dag2,9
Laurentia,Collectieve Intelligentie,h1,B0.201,Dag2,9
Liedeke,Collectieve Intelligentie,h1,B0.201,Dag2,9
Marcellus,Collectieve Intelligentie,h1,B0.201,Dag2,9
Marck,Collectieve Intelligentie,h1,B0.201,Dag2,9
Marco,Collectieve Intelligentie,h1,B0.201,Dag2,9
Marije,Collectieve Intelligentie,h1,B0.201,Dag2,9
Marrie,Collectieve Intelligentie,h1,B0.201,Dag2,9
Matisse,Collectieve Intelligentie,h1,B0.201,Dag2,9
Matthijs,Collectieve Intelligentie,h1,B0.201,Dag2,9
Matz,Collectieve Intelligentie,h1,B0.201,Dag2,9
Miquel,Collectieve Intelligentie,h1,B0.201,Dag2,9
Priscillia,Collectieve Intelligentie,h1,B0.201,Dag2,9
Ravi,Collectieve Intelligentie,h1,B0.201,Dag2,9
Reduan,Collectieve Intelligentie,h1,B0.201,Dag2,9
Rhona,Collectieve Intelligentie,h1,B0.201,Dag2,9
Romello,Collectieve Intelligentie,h1,B0.201,Dag2,9
Sanne,Collectieve Intelligentie,h1,B0.201,Dag2,9
Shannon,Collectieve Intelligentie,h1,B0.201,Dag2,9
Sharan,Collectieve Intelligentie,h1,B0.201,Dag2,9
Shawny,Collectieve Intelligentie,h1,B0.201,Dag2,9
Silvie,Collectieve Intelligentie,h1,B0.201,Dag2,9
Sivar,Collectieve Intelligentie,h1,B0.201,Dag2,9
Sohrab,Collectieve Intelligentie,h1,B0.201,Dag2,9
Solane,Collectieve Intelligentie,h1,B0.201,Dag2,9
Titia,Collectieve Intelligentie,h1,B0.201,Dag2,9
Valery,Collectieve Intelligentie,h1,B0.201,Dag2,9
Vincent,Collectieve Intelligentie,h1,B0.201,Dag2,9
Virginie,Collectieve Intelligentie,h1,B0.201,Dag2,9
Wafa,Collectieve Intelligentie,h1,B0.201,Dag2,9
Wichard,Collectieve Intelligentie,h1,B0.201,Dag2,9
Xander,Collectieve Intelligentie,h1,B0.201,Dag2,9
Ylse,Collectieve Intelligentie,h1,B0.201,Dag2,9
Ard,Collectieve Intelligentie,h2,C0.110,Dag2,9
Aya,Collectieve Intelligentie,h2,C0.110,Dag2,9
Bjorn,Collectieve Intelligentie,h2,C0.110,Dag2,9
Bobby,Collectieve Intelligentie,h2,C0.110,Dag2,9
Brigitta,Collectieve Intelligentie,h2,C0.110,Dag2,9
Buck,Collectieve Intelligentie,h2,C0.110,Dag2,9
Casimir,Collectieve Intelligentie,h2,C0.110,Dag2,9
Christiana,Collectieve Intelligentie,h2,C0.110,Dag2,9
Daisy,Collectieve Intelligentie,h2,C0.110,Dag2,9
Edin,Collectieve Intelligentie,h2,C0.110,Dag2,9
Ella,Collectieve Intelligentie,h2,C0.110,Dag2,9
Emme,Collectieve Intelligentie,h2,C0.110,Dag2,9
Enes,Collectieve Intelligentie,h2,C0.110,Dag2,9
Evi,Collectieve Intelligentie,h2,C0.110,Dag2,9
Fatime,Collectieve Intelligentie,h2,C0.110,Dag2,9
Felien,Collectieve Intelligentie,h2,C0.110,Dag2,9
Femia,Collectieve Intelligentie,h2,C0.110,Dag2,9
Geerte,Collectieve Intelligentie,h2,C0.110,Dag2,9
Harke,Collectieve Intelligentie,h2,C0.110,Dag2,9
Harwin,Collectieve Intelligentie,h2,C0.110,Dag2,9
Hetty,Collectieve Intelligentie,h2,C0.110,Dag2,9
Inger,Collectieve Intelligentie,h2,C0.110,Dag2,9
Jenske,Collectieve Intelligentie,h2,C0.110,Dag2,9
Jimi,Collectieve Intelligentie,h2,C0.110,Dag2,9
Jiri,Collectieve Intelligentie,h2,C0.110,Dag2,9
Jorren,Collectieve Intelligentie,h2,C0.110,Dag2,9
Jos,Collectieve Intelligentie,h2,C0.110,Dag2,9
Karolina,Collectieve Intelligentie,h2,C0.110,Dag2,9
Kimmy,Collectieve Intelligentie,h2,C0.110,Dag2,9
Laurentia,Collectieve Intelligentie,h2,C0.110,Dag2,9
Liedeke,Collectieve Intelligentie,h2,C0.110,Dag2,9
Marcellus,Collectieve Intelligentie,h2,C0.110,Dag2,9
Marck,Collectieve Intelligentie,h2,C0.110,Dag2,9
Marco,Collectieve Intelligentie,h2,C0.110,Dag2,9
Marije,Collectieve Intelligentie,h2,C0.110,Dag2,9
Marrie,Collectieve Intelligentie,h2,C0.110,Dag2,9
Matisse,Collectieve Intelligentie,h2,C0.110,Dag2,9
Matthijs,Collectieve Intelligentie,h2,C0.110,Dag2,9
Matz,Collectieve Intelligentie,h2,C0.110,Dag2,9
Miquel,Collectieve Intelligentie,h2,C0.110,Dag2,9
Priscillia,Collectieve Intelligentie,h2,C0.110,Dag2,9
Ravi,Collectieve Intelligentie,h2,C0.110,Dag2,9
Reduan,Collectieve Intelligentie,h2,C0.110,Dag2,9
Rhona,Collectieve Intelligentie,h2,C0.110,Dag2,9
Romello,Collectieve Intelligentie,h2,C0.110,Dag2,9
Sanne,Collectieve Intelligentie,h2,C0.110,Dag2,9
Shannon,Collectieve Intelligentie,h2,C0.110,Dag2,9
Sharan,Collectieve Intelligentie,h2,C0.110,Dag2,9
Shawny,Collectieve Intelligentie,h2,C0.110,Dag2,9
Silvie,Collectieve Intelligentie,h2,C0.110,Dag2,9
Sivar,Collectieve Intelligentie,h2,C0.110,Dag2,9
Sohrab,Collectieve Intelligentie,h2,C0.110,Dag2,9
Solane,Collectieve Intelligentie,h2,C0.110,Dag2,9
Titia,Collectieve Intelligentie,h2,C0.110,Dag2,9
Valery,Collectieve Intelligentie,h2,C0.110,Dag2,9
Vincent,Collectieve Intelligentie,h2,C0.110,Dag2,9
Virginie,Collectieve Intelligentie,h2,C0.110,Dag2,9
Wafa,Collectieve Intelligentie,h2,C0.110,Dag2,9
Wichard,Collectieve Intelligentie,h2,C0.110,Dag2,9
Xander,Collectieve Intelligentie,h2,C0.110,Dag2,9
Ylse,Collectieve Intelligentie,h2,C0.110,Dag2,9
Ard,Collectieve Intelligentie,h3,C1.112,Dag2,9
Aya,Collectieve Intelligentie,h3,C1.112,Dag2,9
Bjorn,Collectieve Intelligentie,h3,C1.112,Dag2,9
Bobby,Collectieve Intelligentie,h3,C1.112,Dag2,9
Brigitta,Collectieve Intelligentie,h3,C1.112,Dag2,9
Buck,Collectieve Intelligentie,h3,C1.112,Dag2,9
Casimir,Collectieve Intelligentie,h3,C1.112,Dag2,9
Christiana,Collectieve Intelligentie,h3,C1.112,Dag2,9
Daisy,Collectieve Intelligentie,h3,C1.112,Dag2,9
Edin,Collectieve Intelligentie,h3,C1.112,Dag2,9
Ella,Collectieve Intelligentie,h3,C1.112,Dag2,9
Emme,Collectieve Intelligentie,h3,C1.112,Dag2,9
Enes,Collectieve Intelligentie,h3,C1.112,Dag2,9
Evi,Collectieve Intelligentie,h3,C1.112,Dag2,9
Fatime,Collectieve Intelligentie,h3,C1.112,Dag2,9
Felien,Collectieve Intelligentie,h3,C1.112,Dag2,9
Femia,Collectieve Intelligentie,h3,C1.112,Dag2,9
Geerte,Collectieve Intelligentie,h3,C1.112,Dag2,9
Harke,Collectieve Intelligentie,h3,C1.112,Dag2,9
Harwin,Collectieve Intelligentie,h3,C1.112,Dag2,9
Hetty,Collectieve Intelligentie,h3,C1.112,Dag2,9
Inger,Collectieve Intelligentie,h3,C1.112,Dag2,9
Jenske,Collectieve Intelligentie,h3,C1.112,Dag2,9
Jimi,Collectieve Intelligentie,h3,C1.112,Dag2,9
Jiri,Collectieve Intelligentie,h3,C1.112,Dag2,9
Jorren,Collectieve Intelligentie,h3,C1.112,Dag2,9
Jos,Collectieve Intelligentie,h3,C1.112,Dag2,9
Karolina,Collectieve Intelligentie,h3,C1.112,Dag2,9
