student,vak,activiteit,zaal,dag,tijdslot
Pleun,Complexiteitstheorie,h2,L0.10,Dag4,15
Puck,Complexiteitstheorie,h2,L0.10,Dag4,15
Quinn,Complexiteitstheorie,h2,L0.10,Dag4,15
Rens,Complexiteitstheorie,h2,L0.10,Dag4,15
Sanne,Complexiteitstheorie,h2,L0.10,Dag4,15
Tess,Complexiteitstheorie,h2,L0.10,Dag4,15
Umut,Complexiteitstheorie,h2,L0.10,Dag4,15
Veerle,Complexiteitstheorie,h2,L0.10,Dag4,15
Youri,Complexiteitstheorie,h2,L0.10,Dag4,15
Carlijn,Complexiteitstheorie,w1,L0.09,Dag5,9
Casper,Complexiteitstheorie,w1,L0.09,Dag5,9
Coen,Complexiteitstheorie,w1,L0.09,Dag5,9
Elin,Complexiteitstheorie,w1,L0.09,Dag5,9
Floris,Complexiteitstheorie,w1,L0.09,Dag5,9
Hannah,Complexiteitstheorie,w1,L0.09,Dag5,9
Hidde,Complexiteitstheorie,w1,L0.09,Dag5,9
Ilse,Complexiteitstheorie,w1,L0.09,Dag5,9
Joep,Complexiteitstheorie,w1,L0.09,Dag5,9
Kees,Complexiteitstheorie,w1,L0.09,Dag5,9
Mees,Complexiteitstheorie,w1,L0.09,Dag5,9
Nout,Complexiteitstheorie,w1,L0.10,Dag5,9
Odin,Complexiteitstheorie,w1,L0.10,Dag5,9
Pleun,Complexiteitstheorie,w1,L0.10,Dag5,9
Puck,Complexiteitstheorie,w1,L0.10,Dag5,9
Quinn,Complexiteitstheorie,w1,L0.10,Dag5,9
Rens,Complexiteitstheorie,w1,L0.10,Dag5,9
Sanne,Complexiteitstheorie,w1,L0.10,Dag5,9
Tess,Complexiteitstheorie,w1,L0.10,Dag5,9
Umut,Complexiteitstheorie,w1,L0.10,Dag5,9
Veerle,Complexiteitstheorie,w1,L0.10,Dag5,9
Youri,Complexiteitstheorie,w1,L0.10,Dag5,9
Amber,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Anouk,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Bram,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Coen,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Demi,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Elin,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Femke,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Fenna,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Gijs,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Imke,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Koen,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Lars,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Lotte,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Merel,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Noor,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Olaf,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Roos,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Tess,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Vera,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Ward,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Wessel,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Xena,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Yara,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Zoe,Wetenschapsfilosofie,h1,L0.09,Dag5,11
Amber,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Anouk,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Bram,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Coen,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Demi,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Elin,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Femke,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Fenna,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Gijs,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Imke,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Koen,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Lars,Wetenschapsfilosofie,w1,L0.10,Dag5,11
Lotte,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Merel,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Noor,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Olaf,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Roos,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Tess,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Vera,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Ward,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Wessel,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Xena,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Yara,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Zoe,Wetenschapsfilosofie,w1,L0.09,Dag5,13
Arjen,Ethiek van AI,h1,L0.10,Dag5,13
Bas,Ethiek van AI,h1,L0.10,Dag5,13
Britt,Ethiek van AI,h1,L0.10,Dag5,13
Daan,Ethiek van AI,h1,L0.10,Dag5,13
Dieuwke,Ethiek van AI,h1,L0.10,Dag5,13
Emiel,Ethiek van AI,h1,L0.10,Dag5,13
Eva,Ethiek van AI,h1,L0.10,Dag5,13
Guusje,Ethiek van AI,h1,L0.10,Dag5,13
Gwen,Ethiek van AI,h1,L0.10,Dag5,13
Harm,Ethiek van AI,h1,L0.10,Dag5,13
Iris,Ethiek van AI,h1,L0.10,Dag5,13
Jasmijn,Ethiek van AI,h1,L0.10,Dag5,13
Joep,Ethiek van AI,h1,L0.10,Dag5,13
Sven,Ethiek van AI,h1,L0.10,Dag5,13
Teun,Ethiek van AI,h1,L0.10,Dag5,13
Ubbo,Ethiek van AI,h1,L0.10,Dag5,13
Xavi,Ethiek van AI,h1,L0.10,Dag5,13
Zeno,Ethiek van AI,h1,L0.10,Dag5,13
Arjen,Ethiek van AI,w1,L0.09,Dag5,15
Bas,Ethiek van AI,w1,L0.09,Dag5,15
Britt,Ethiek van AI,w1,L0.09,Dag5,15
Daan,Ethiek van AI,w1,L0.09,Dag5,15
Dieuwke,Ethiek van AI,w1,L0.09,Dag5,15
Emiel,Ethiek van AI,w1,L0.09,Dag5,15
Eva,Ethiek van AI,w1,L0.09,Dag5,15
Guusje,Ethiek van AI,w1,L0.09,Dag5,15
Gwen,Ethiek van AI,w1,L0.09,Dag5,15
Harm,Ethiek van AI,w1,L0.10,Dag5,15
Iris,Ethiek van AI,w1,L0.10,Dag5,15
Jasmijn,Ethiek van AI,w1,L0.10,Dag5,15
Joep,Ethiek van AI,w1,L0.10,Dag5,15
Sven,Ethiek van AI,w1,L0.10,Dag5,15
Teun,Ethiek van AI,w1,L0.10,Dag5,15
Ubbo,Ethiek van AI,w1,L0.10,Dag5,15
Xavi,Ethiek van AI,w1,L0.10,Dag5,15
Zeno,Ethiek van AI,w1,L0.10,Dag5,15
